d3_l10,,d3_l15,,d3_l20,,,,,
Freq(Hz),SPL(dB),Freq(Hz),SPL(dB),Freq(Hz),SPL(dB),,,,
11280.0293,71.883,11280.0293,81.662,11280.0293,73.768,,,,
11280.39551,71.883,11280.39551,81.659,11280.39551,73.767,,,,
11280.76172,71.883,11280.76172,81.655,11280.76172,73.767,,,,
11281.12793,71.882,11281.12793,81.652,11281.12793,73.766,,,,
11281.49414,71.882,11281.49414,81.648,11281.49414,73.765,,,,
11281.86035,71.882,11281.86035,81.645,11281.86035,73.764,,,,
11282.22656,71.882,11282.22656,81.642,11282.22656,73.763,,,,
11282.59277,71.882,11282.59277,81.638,11282.59277,73.762,,,,
11282.95898,71.882,11282.95898,81.635,11282.95898,73.761,,,,
11283.3252,71.882,11283.3252,81.632,11283.3252,73.76,,,,
11283.69141,71.882,11283.69141,81.628,11283.69141,73.759,,,,
11284.05762,71.882,11284.05762,81.625,11284.05762,73.758,,,,
11284.42383,71.882,11284.42383,81.621,11284.42383,73.757,,,,
11284.79004,71.881,11284.79004,81.618,11284.79004,73.756,,,,
11285.15625,71.881,11285.15625,81.615,11285.15625,73.755,,,,
11285.52246,71.881,11285.52246,81.611,11285.52246,73.754,,,,
11285.88867,71.881,11285.88867,81.608,11285.88867,73.754,,,,
11286.25488,71.881,11286.25488,81.604,11286.25488,73.753,,,,
11286.62109,71.881,11286.62109,81.601,11286.62109,73.752,,,,
11286.98731,71.881,11286.98731,81.598,11286.98731,73.751,,,,
11287.35352,71.881,11287.35352,81.594,11287.35352,73.75,,,,
11287.71973,71.881,11287.71973,81.591,11287.71973,73.749,,,,
11288.08594,71.881,11288.08594,81.588,11288.08594,73.748,,,,
11288.45215,71.881,11288.45215,81.584,11288.45215,73.747,,,,
11288.81836,71.881,11288.81836,81.581,11288.81836,73.746,,,,
11289.18457,71.881,11289.18457,81.577,11289.18457,73.745,,,,
11289.55078,71.881,11289.55078,81.574,11289.55078,73.744,,,,
11289.91699,71.88,11289.91699,81.571,11289.91699,73.743,,,,
11290.2832,71.88,11290.2832,81.567,11290.2832,73.742,,,,
11290.64941,71.88,11290.64941,81.564,11290.64941,73.742,,,,
11291.01563,71.88,11291.01563,81.56,11291.01563,73.741,,,,
11291.38184,71.88,11291.38184,81.557,11291.38184,73.74,,,,
11291.74805,71.88,11291.74805,81.554,11291.74805,73.739,,,,
11292.11426,71.88,11292.11426,81.55,11292.11426,73.738,,,,
11292.48047,71.88,11292.48047,81.547,11292.48047,73.737,,,,
11292.84668,71.88,11292.84668,81.544,11292.84668,73.736,,,,
11293.21289,71.88,11293.21289,81.54,11293.21289,73.735,,,,
11293.5791,71.88,11293.5791,81.537,11293.5791,73.734,,,,
11293.94531,71.88,11293.94531,81.533,11293.94531,73.733,,,,
11294.31152,71.88,11294.31152,81.53,11294.31152,73.732,,,,
11294.67773,71.88,11294.67773,81.527,11294.67773,73.732,,,,
11295.04395,71.88,11295.04395,81.523,11295.04395,73.731,,,,
11295.41016,71.88,11295.41016,81.52,11295.41016,73.73,,,,
11295.77637,71.88,11295.77637,81.517,11295.77637,73.729,,,,
11296.14258,71.88,11296.14258,81.513,11296.14258,73.728,,,,
11296.50879,71.88,11296.50879,81.51,11296.50879,73.727,,,,
11296.875,71.88,11296.875,81.506,11296.875,73.726,,,,
11297.24121,71.88,11297.24121,81.503,11297.24121,73.725,,,,
11297.60742,71.88,11297.60742,81.5,11297.60742,73.724,,,,
11297.97363,71.88,11297.97363,81.496,11297.97363,73.723,,,,
11298.33984,71.88,11298.33984,81.493,11298.33984,73.723,,,,
11298.70606,71.88,11298.70606,81.49,11298.70606,73.722,,,,
11299.07227,71.88,11299.07227,81.486,11299.07227,73.721,,,,
11299.43848,71.88,11299.43848,81.483,11299.43848,73.72,,,,
11299.80469,71.88,11299.80469,81.479,11299.80469,73.719,,,,
11300.1709,71.88,11300.1709,81.476,11300.1709,73.718,,,,
11300.53711,71.88,11300.53711,81.473,11300.53711,73.717,,,,
11300.90332,71.88,11300.90332,81.469,11300.90332,73.716,,,,
11301.26953,71.88,11301.26953,81.466,11301.26953,73.715,,,,
11301.63574,71.88,11301.63574,81.463,11301.63574,73.714,,,,
11302.00195,71.88,11302.00195,81.459,11302.00195,73.714,,,,
11302.36816,71.88,11302.36816,81.456,11302.36816,73.713,,,,
11302.73438,71.88,11302.73438,81.452,11302.73438,73.712,,,,
11303.10059,71.88,11303.10059,81.449,11303.10059,73.711,,,,
11303.4668,71.88,11303.4668,81.446,11303.4668,73.71,,,,
11303.83301,71.88,11303.83301,81.442,11303.83301,73.709,,,,
11304.19922,71.88,11304.19922,81.439,11304.19922,73.708,,,,
11304.56543,71.88,11304.56543,81.436,11304.56543,73.707,,,,
11304.93164,71.88,11304.93164,81.432,11304.93164,73.706,,,,
11305.29785,71.88,11305.29785,81.429,11305.29785,73.706,,,,
11305.66406,71.88,11305.66406,81.426,11305.66406,73.705,,,,
11306.03027,71.88,11306.03027,81.422,11306.03027,73.704,,,,
11306.39648,71.88,11306.39648,81.419,11306.39648,73.703,,,,
11306.7627,71.88,11306.7627,81.416,11306.7627,73.702,,,,
11307.12891,71.88,11307.12891,81.412,11307.12891,73.701,,,,
11307.49512,71.88,11307.49512,81.409,11307.49512,73.7,,,,
11307.86133,71.88,11307.86133,81.405,11307.86133,73.699,,,,
11308.22754,71.88,11308.22754,81.402,11308.22754,73.699,,,,
11308.59375,71.88,11308.59375,81.399,11308.59375,73.698,,,,
11308.95996,71.88,11308.95996,81.395,11308.95996,73.697,,,,
11309.32617,71.88,11309.32617,81.392,11309.32617,73.696,,,,
11309.69238,71.88,11309.69238,81.389,11309.69238,73.695,,,,
11310.05859,71.881,11310.05859,81.385,11310.05859,73.694,,,,
11310.42481,71.881,11310.42481,81.382,11310.42481,73.693,,,,
11310.79102,71.881,11310.79102,81.379,11310.79102,73.692,,,,
11311.15723,71.881,11311.15723,81.375,11311.15723,73.692,,,,
11311.52344,71.881,11311.52344,81.372,11311.52344,73.691,,,,
11311.88965,71.881,11311.88965,81.369,11311.88965,73.69,,,,
11312.25586,71.881,11312.25586,81.365,11312.25586,73.689,,,,
11312.62207,71.881,11312.62207,81.362,11312.62207,73.688,,,,
11312.98828,71.881,11312.98828,81.358,11312.98828,73.687,,,,
11313.35449,71.881,11313.35449,81.355,11313.35449,73.686,,,,
11313.7207,71.881,11313.7207,81.352,11313.7207,73.685,,,,
11314.08691,71.881,11314.08691,81.348,11314.08691,73.685,,,,
11314.45313,71.881,11314.45313,81.345,11314.45313,73.684,,,,
11314.81934,71.882,11314.81934,81.342,11314.81934,73.683,,,,
11315.18555,71.882,11315.18555,81.338,11315.18555,73.682,,,,
11315.55176,71.882,11315.55176,81.335,11315.55176,73.681,,,,
11315.91797,71.882,11315.91797,81.332,11315.91797,73.68,,,,
11316.28418,71.882,11316.28418,81.328,11316.28418,73.679,,,,
11316.65039,71.882,11316.65039,81.325,11316.65039,73.678,,,,
11317.0166,71.882,11317.0166,81.322,11317.0166,73.678,,,,
11317.38281,71.882,11317.38281,81.318,11317.38281,73.677,,,,
11317.74902,71.882,11317.74902,81.315,11317.74902,73.676,,,,
11318.11523,71.882,11318.11523,81.312,11318.11523,73.675,,,,
11318.48145,71.882,11318.48145,81.308,11318.48145,73.674,,,,
11318.84766,71.883,11318.84766,81.305,11318.84766,73.673,,,,
11319.21387,71.883,11319.21387,81.302,11319.21387,73.672,,,,
11319.58008,71.883,11319.58008,81.298,11319.58008,73.672,,,,
11319.94629,71.883,11319.94629,81.295,11319.94629,73.671,,,,
11320.3125,71.883,11320.3125,81.292,11320.3125,73.67,,,,
11320.67871,71.883,11320.67871,81.288,11320.67871,73.669,,,,
11321.04492,71.883,11321.04492,81.285,11321.04492,73.668,,,,
11321.41113,71.883,11321.41113,81.282,11321.41113,73.667,,,,
11321.77734,71.884,11321.77734,81.278,11321.77734,73.666,,,,
11322.14356,71.884,11322.14356,81.275,11322.14356,73.666,,,,
11322.50977,71.884,11322.50977,81.272,11322.50977,73.665,,,,
11322.87598,71.884,11322.87598,81.268,11322.87598,73.664,,,,
11323.24219,71.884,11323.24219,81.265,11323.24219,73.663,,,,
11323.6084,71.884,11323.6084,81.262,11323.6084,73.662,,,,
11323.97461,71.884,11323.97461,81.258,11323.97461,73.661,,,,
11324.34082,71.884,11324.34082,81.255,11324.34082,73.661,,,,
11324.70703,71.885,11324.70703,81.252,11324.70703,73.66,,,,
11325.07324,71.885,11325.07324,81.248,11325.07324,73.659,,,,
11325.43945,71.885,11325.43945,81.245,11325.43945,73.658,,,,
11325.80566,71.885,11325.80566,81.242,11325.80566,73.657,,,,
11326.17188,71.885,11326.17188,81.238,11326.17188,73.656,,,,
11326.53809,71.885,11326.53809,81.235,11326.53809,73.655,,,,
11326.9043,71.886,11326.9043,81.232,11326.9043,73.655,,,,
11327.27051,71.886,11327.27051,81.228,11327.27051,73.654,,,,
11327.63672,71.886,11327.63672,81.225,11327.63672,73.653,,,,
11328.00293,71.886,11328.00293,81.222,11328.00293,73.652,,,,
11328.36914,71.886,11328.36914,81.218,11328.36914,73.651,,,,
11328.73535,71.886,11328.73535,81.215,11328.73535,73.65,,,,
11329.10156,71.886,11329.10156,81.212,11329.10156,73.65,,,,
11329.46777,71.887,11329.46777,81.208,11329.46777,73.649,,,,
11329.83398,71.887,11329.83398,81.205,11329.83398,73.648,,,,
11330.2002,71.887,11330.2002,81.202,11330.2002,73.647,,,,
11330.56641,71.887,11330.56641,81.198,11330.56641,73.646,,,,
11330.93262,71.887,11330.93262,81.195,11330.93262,73.645,,,,
11331.29883,71.888,11331.29883,81.192,11331.29883,73.645,,,,
11331.66504,71.888,11331.66504,81.188,11331.66504,73.644,,,,
11332.03125,71.888,11332.03125,81.185,11332.03125,73.643,,,,
11332.39746,71.888,11332.39746,81.182,11332.39746,73.642,,,,
11332.76367,71.888,11332.76367,81.178,11332.76367,73.641,,,,
11333.12988,71.888,11333.12988,81.175,11333.12988,73.64,,,,
11333.49609,71.889,11333.49609,81.172,11333.49609,73.64,,,,
11333.86231,71.889,11333.86231,81.168,11333.86231,73.639,,,,
11334.22852,71.889,11334.22852,81.165,11334.22852,73.638,,,,
11334.59473,71.889,11334.59473,81.162,11334.59473,73.637,,,,
11334.96094,71.889,11334.96094,81.158,11334.96094,73.636,,,,
11335.32715,71.89,11335.32715,81.155,11335.32715,73.635,,,,
11335.69336,71.89,11335.69336,81.152,11335.69336,73.635,,,,
11336.05957,71.89,11336.05957,81.148,11336.05957,73.634,,,,
11336.42578,71.89,11336.42578,81.145,11336.42578,73.633,,,,
11336.79199,71.89,11336.79199,81.142,11336.79199,73.632,,,,
11337.1582,71.891,11337.1582,81.139,11337.1582,73.631,,,,
11337.52441,71.891,11337.52441,81.135,11337.52441,73.63,,,,
11337.89063,71.891,11337.89063,81.132,11337.89063,73.63,,,,
11338.25684,71.891,11338.25684,81.129,11338.25684,73.629,,,,
11338.62305,71.892,11338.62305,81.125,11338.62305,73.628,,,,
11338.98926,71.892,11338.98926,81.122,11338.98926,73.627,,,,
11339.35547,71.892,11339.35547,81.119,11339.35547,73.626,,,,
11339.72168,71.892,11339.72168,81.115,11339.72168,73.625,,,,
11340.08789,71.892,11340.08789,81.112,11340.08789,73.625,,,,
11340.4541,71.893,11340.4541,81.109,11340.4541,73.624,,,,
11340.82031,71.893,11340.82031,81.105,11340.82031,73.623,,,,
11341.18652,71.893,11341.18652,81.102,11341.18652,73.622,,,,
11341.55273,71.893,11341.55273,81.099,11341.55273,73.621,,,,
11341.91895,71.894,11341.91895,81.096,11341.91895,73.621,,,,
11342.28516,71.894,11342.28516,81.092,11342.28516,73.62,,,,
11342.65137,71.894,11342.65137,81.089,11342.65137,73.619,,,,
11343.01758,71.894,11343.01758,81.086,11343.01758,73.618,,,,
11343.38379,71.895,11343.38379,81.082,11343.38379,73.617,,,,
11343.75,71.895,11343.75,81.079,11343.75,73.617,,,,
11344.11621,71.895,11344.11621,81.076,11344.11621,73.616,,,,
11344.48242,71.895,11344.48242,81.072,11344.48242,73.615,,,,
11344.84863,71.896,11344.84863,81.069,11344.84863,73.614,,,,
11345.21484,71.896,11345.21484,81.066,11345.21484,73.613,,,,
11345.58106,71.896,11345.58106,81.063,11345.58106,73.612,,,,
11345.94727,71.896,11345.94727,81.059,11345.94727,73.612,,,,
11346.31348,71.897,11346.31348,81.056,11346.31348,73.611,,,,
11346.67969,71.897,11346.67969,81.053,11346.67969,73.61,,,,
11347.0459,71.897,11347.0459,81.049,11347.0459,73.609,,,,
11347.41211,71.897,11347.41211,81.046,11347.41211,73.608,,,,
11347.77832,71.898,11347.77832,81.043,11347.77832,73.608,,,,
11348.14453,71.898,11348.14453,81.039,11348.14453,73.607,,,,
11348.51074,71.898,11348.51074,81.036,11348.51074,73.606,,,,
11348.87695,71.899,11348.87695,81.033,11348.87695,73.605,,,,
11349.24316,71.899,11349.24316,81.03,11349.24316,73.604,,,,
11349.60938,71.899,11349.60938,81.026,11349.60938,73.604,,,,
11349.97559,71.899,11349.97559,81.023,11349.97559,73.603,,,,
11350.3418,71.9,11350.3418,81.02,11350.3418,73.602,,,,
11350.70801,71.9,11350.70801,81.016,11350.70801,73.601,,,,
11351.07422,71.9,11351.07422,81.013,11351.07422,73.6,,,,
11351.44043,71.901,11351.44043,81.01,11351.44043,73.6,,,,
11351.80664,71.901,11351.80664,81.007,11351.80664,73.599,,,,
11352.17285,71.901,11352.17285,81.003,11352.17285,73.598,,,,
11352.53906,71.901,11352.53906,81,11352.53906,73.597,,,,
11352.90527,71.902,11352.90527,80.997,11352.90527,73.596,,,,
11353.27148,71.902,11353.27148,80.993,11353.27148,73.596,,,,
11353.6377,71.902,11353.6377,80.99,11353.6377,73.595,,,,
11354.00391,71.903,11354.00391,80.987,11354.00391,73.594,,,,
11354.37012,71.903,11354.37012,80.984,11354.37012,73.593,,,,
11354.73633,71.903,11354.73633,80.98,11354.73633,73.592,,,,
11355.10254,71.904,11355.10254,80.977,11355.10254,73.592,,,,
11355.46875,71.904,11355.46875,80.974,11355.46875,73.591,,,,
11355.83496,71.904,11355.83496,80.97,11355.83496,73.59,,,,
11356.20117,71.905,11356.20117,80.967,11356.20117,73.589,,,,
11356.56738,71.905,11356.56738,80.964,11356.56738,73.588,,,,
11356.93359,71.905,11356.93359,80.961,11356.93359,73.588,,,,
11357.29981,71.906,11357.29981,80.957,11357.29981,73.587,,,,
11357.66602,71.906,11357.66602,80.954,11357.66602,73.586,,,,
11358.03223,71.906,11358.03223,80.951,11358.03223,73.585,,,,
11358.39844,71.907,11358.39844,80.948,11358.39844,73.585,,,,
11358.76465,71.907,11358.76465,80.944,11358.76465,73.584,,,,
11359.13086,71.907,11359.13086,80.941,11359.13086,73.583,,,,
11359.49707,71.908,11359.49707,80.938,11359.49707,73.582,,,,
11359.86328,71.908,11359.86328,80.934,11359.86328,73.581,,,,
11360.22949,71.908,11360.22949,80.931,11360.22949,73.581,,,,
11360.5957,71.909,11360.5957,80.928,11360.5957,73.58,,,,
11360.96191,71.909,11360.96191,80.925,11360.96191,73.579,,,,
11361.32813,71.909,11361.32813,80.921,11361.32813,73.578,,,,
11361.69434,71.91,11361.69434,80.918,11361.69434,73.578,,,,
11362.06055,71.91,11362.06055,80.915,11362.06055,73.577,,,,
11362.42676,71.91,11362.42676,80.912,11362.42676,73.576,,,,
11362.79297,71.911,11362.79297,80.908,11362.79297,73.575,,,,
11363.15918,71.911,11363.15918,80.905,11363.15918,73.574,,,,
11363.52539,71.911,11363.52539,80.902,11363.52539,73.574,,,,
11363.8916,71.912,11363.8916,80.899,11363.8916,73.573,,,,
11364.25781,71.912,11364.25781,80.895,11364.25781,73.572,,,,
11364.62402,71.912,11364.62402,80.892,11364.62402,73.571,,,,
11364.99023,71.913,11364.99023,80.889,11364.99023,73.571,,,,
11365.35645,71.913,11365.35645,80.886,11365.35645,73.57,,,,
11365.72266,71.913,11365.72266,80.882,11365.72266,73.569,,,,
11366.08887,71.914,11366.08887,80.879,11366.08887,73.568,,,,
11366.45508,71.914,11366.45508,80.876,11366.45508,73.567,,,,
11366.82129,71.915,11366.82129,80.872,11366.82129,73.567,,,,
11367.1875,71.915,11367.1875,80.869,11367.1875,73.566,,,,
11367.55371,71.915,11367.55371,80.866,11367.55371,73.565,,,,
11367.91992,71.916,11367.91992,80.863,11367.91992,73.564,,,,
11368.28613,71.916,11368.28613,80.859,11368.28613,73.564,,,,
11368.65234,71.917,11368.65234,80.856,11368.65234,73.563,,,,
11369.01856,71.917,11369.01856,80.853,11369.01856,73.562,,,,
11369.38477,71.917,11369.38477,80.85,11369.38477,73.561,,,,
11369.75098,71.918,11369.75098,80.846,11369.75098,73.561,,,,
11370.11719,71.918,11370.11719,80.843,11370.11719,73.56,,,,
11370.4834,71.918,11370.4834,80.84,11370.4834,73.559,,,,
11370.84961,71.919,11370.84961,80.837,11370.84961,73.558,,,,
11371.21582,71.919,11371.21582,80.833,11371.21582,73.557,,,,
11371.58203,71.92,11371.58203,80.83,11371.58203,73.557,,,,
11371.94824,71.92,11371.94824,80.827,11371.94824,73.556,,,,
11372.31445,71.92,11372.31445,80.824,11372.31445,73.555,,,,
11372.68066,71.921,11372.68066,80.82,11372.68066,73.554,,,,
11373.04688,71.921,11373.04688,80.817,11373.04688,73.554,,,,
11373.41309,71.922,11373.41309,80.814,11373.41309,73.553,,,,
11373.7793,71.922,11373.7793,80.811,11373.7793,73.552,,,,
11374.14551,71.923,11374.14551,80.807,11374.14551,73.551,,,,
11374.51172,71.923,11374.51172,80.804,11374.51172,73.551,,,,
11374.87793,71.923,11374.87793,80.801,11374.87793,73.55,,,,
11375.24414,71.924,11375.24414,80.798,11375.24414,73.549,,,,
11375.61035,71.924,11375.61035,80.795,11375.61035,73.548,,,,
11375.97656,71.925,11375.97656,80.791,11375.97656,73.548,,,,
11376.34277,71.925,11376.34277,80.788,11376.34277,73.547,,,,
11376.70898,71.925,11376.70898,80.785,11376.70898,73.546,,,,
11377.0752,71.926,11377.0752,80.782,11377.0752,73.545,,,,
11377.44141,71.926,11377.44141,80.778,11377.44141,73.545,,,,
11377.80762,71.927,11377.80762,80.775,11377.80762,73.544,,,,
11378.17383,71.927,11378.17383,80.772,11378.17383,73.543,,,,
11378.54004,71.928,11378.54004,80.769,11378.54004,73.542,,,,
11378.90625,71.928,11378.90625,80.765,11378.90625,73.542,,,,
11379.27246,71.928,11379.27246,80.762,11379.27246,73.541,,,,
11379.63867,71.929,11379.63867,80.759,11379.63867,73.54,,,,
11380.00488,71.929,11380.00488,80.756,11380.00488,73.539,,,,
11380.37109,71.93,11380.37109,80.752,11380.37109,73.539,,,,
11380.73731,71.93,11380.73731,80.749,11380.73731,73.538,,,,
11381.10352,71.931,11381.10352,80.746,11381.10352,73.537,,,,
11381.46973,71.931,11381.46973,80.743,11381.46973,73.536,,,,
11381.83594,71.932,11381.83594,80.74,11381.83594,73.536,,,,
11382.20215,71.932,11382.20215,80.736,11382.20215,73.535,,,,
11382.56836,71.932,11382.56836,80.733,11382.56836,73.534,,,,
11382.93457,71.933,11382.93457,80.73,11382.93457,73.533,,,,
11383.30078,71.933,11383.30078,80.727,11383.30078,73.533,,,,
11383.66699,71.934,11383.66699,80.723,11383.66699,73.532,,,,
11384.0332,71.934,11384.0332,80.72,11384.0332,73.531,,,,
11384.39941,71.935,11384.39941,80.717,11384.39941,73.53,,,,
11384.76563,71.935,11384.76563,80.714,11384.76563,73.53,,,,
11385.13184,71.936,11385.13184,80.711,11385.13184,73.529,,,,
11385.49805,71.936,11385.49805,80.707,11385.49805,73.528,,,,
11385.86426,71.937,11385.86426,80.704,11385.86426,73.528,,,,
11386.23047,71.937,11386.23047,80.701,11386.23047,73.527,,,,
11386.59668,71.938,11386.59668,80.698,11386.59668,73.526,,,,
11386.96289,71.938,11386.96289,80.694,11386.96289,73.525,,,,
11387.3291,71.939,11387.3291,80.691,11387.3291,73.525,,,,
11387.69531,71.939,11387.69531,80.688,11387.69531,73.524,,,,
11388.06152,71.94,11388.06152,80.685,11388.06152,73.523,,,,
11388.42773,71.94,11388.42773,80.682,11388.42773,73.522,,,,
11388.79395,71.941,11388.79395,80.678,11388.79395,73.522,,,,
11389.16016,71.941,11389.16016,80.675,11389.16016,73.521,,,,
11389.52637,71.941,11389.52637,80.672,11389.52637,73.52,,,,
11389.89258,71.942,11389.89258,80.669,11389.89258,73.519,,,,
11390.25879,71.942,11390.25879,80.666,11390.25879,73.519,,,,
11390.625,71.943,11390.625,80.662,11390.625,73.518,,,,
11390.99121,71.943,11390.99121,80.659,11390.99121,73.517,,,,
11391.35742,71.944,11391.35742,80.656,11391.35742,73.517,,,,
11391.72363,71.944,11391.72363,80.653,11391.72363,73.516,,,,
11392.08984,71.945,11392.08984,80.65,11392.08984,73.515,,,,
11392.45606,71.945,11392.45606,80.646,11392.45606,73.514,,,,
11392.82227,71.946,11392.82227,80.643,11392.82227,73.514,,,,
11393.18848,71.946,11393.18848,80.64,11393.18848,73.513,,,,
11393.55469,71.947,11393.55469,80.637,11393.55469,73.512,,,,
11393.9209,71.948,11393.9209,80.634,11393.9209,73.512,,,,
11394.28711,71.948,11394.28711,80.63,11394.28711,73.511,,,,
11394.65332,71.949,11394.65332,80.627,11394.65332,73.51,,,,
11395.01953,71.949,11395.01953,80.624,11395.01953,73.509,,,,
11395.38574,71.95,11395.38574,80.621,11395.38574,73.509,,,,
11395.75195,71.95,11395.75195,80.618,11395.75195,73.508,,,,
11396.11816,71.951,11396.11816,80.614,11396.11816,73.507,,,,
11396.48438,71.951,11396.48438,80.611,11396.48438,73.506,,,,
11396.85059,71.952,11396.85059,80.608,11396.85059,73.506,,,,
11397.2168,71.952,11397.2168,80.605,11397.2168,73.505,,,,
11397.58301,71.953,11397.58301,80.602,11397.58301,73.504,,,,
11397.94922,71.953,11397.94922,80.598,11397.94922,73.504,,,,
11398.31543,71.954,11398.31543,80.595,11398.31543,73.503,,,,
11398.68164,71.954,11398.68164,80.592,11398.68164,73.502,,,,
11399.04785,71.955,11399.04785,80.589,11399.04785,73.502,,,,
11399.41406,71.955,11399.41406,80.586,11399.41406,73.501,,,,
11399.78027,71.956,11399.78027,80.582,11399.78027,73.5,,,,
11400.14648,71.956,11400.14648,80.579,11400.14648,73.499,,,,
11400.5127,71.957,11400.5127,80.576,11400.5127,73.499,,,,
11400.87891,71.958,11400.87891,80.573,11400.87891,73.498,,,,
11401.24512,71.958,11401.24512,80.57,11401.24512,73.497,,,,
11401.61133,71.959,11401.61133,80.566,11401.61133,73.497,,,,
11401.97754,71.959,11401.97754,80.563,11401.97754,73.496,,,,
11402.34375,71.96,11402.34375,80.56,11402.34375,73.495,,,,
11402.70996,71.96,11402.70996,80.557,11402.70996,73.494,,,,
11403.07617,71.961,11403.07617,80.554,11403.07617,73.494,,,,
11403.44238,71.961,11403.44238,80.551,11403.44238,73.493,,,,
11403.80859,71.962,11403.80859,80.547,11403.80859,73.492,,,,
11404.17481,71.963,11404.17481,80.544,11404.17481,73.492,,,,
11404.54102,71.963,11404.54102,80.541,11404.54102,73.491,,,,
11404.90723,71.964,11404.90723,80.538,11404.90723,73.49,,,,
11405.27344,71.964,11405.27344,80.535,11405.27344,73.49,,,,
11405.63965,71.965,11405.63965,80.531,11405.63965,73.489,,,,
11406.00586,71.965,11406.00586,80.528,11406.00586,73.488,,,,
11406.37207,71.966,11406.37207,80.525,11406.37207,73.487,,,,
11406.73828,71.967,11406.73828,80.522,11406.73828,73.487,,,,
11407.10449,71.967,11407.10449,80.519,11407.10449,73.486,,,,
11407.4707,71.968,11407.4707,80.516,11407.4707,73.485,,,,
11407.83691,71.968,11407.83691,80.512,11407.83691,73.485,,,,
11408.20313,71.969,11408.20313,80.509,11408.20313,73.484,,,,
11408.56934,71.969,11408.56934,80.506,11408.56934,73.483,,,,
11408.93555,71.97,11408.93555,80.503,11408.93555,73.483,,,,
11409.30176,71.971,11409.30176,80.5,11409.30176,73.482,,,,
11409.66797,71.971,11409.66797,80.497,11409.66797,73.481,,,,
11410.03418,71.972,11410.03418,80.493,11410.03418,73.48,,,,
11410.40039,71.972,11410.40039,80.49,11410.40039,73.48,,,,
11410.7666,71.973,11410.7666,80.487,11410.7666,73.479,,,,
11411.13281,71.974,11411.13281,80.484,11411.13281,73.478,,,,
11411.49902,71.974,11411.49902,80.481,11411.49902,73.478,,,,
11411.86523,71.975,11411.86523,80.478,11411.86523,73.477,,,,
11412.23145,71.975,11412.23145,80.474,11412.23145,73.476,,,,
11412.59766,71.976,11412.59766,80.471,11412.59766,73.476,,,,
11412.96387,71.977,11412.96387,80.468,11412.96387,73.475,,,,
11413.33008,71.977,11413.33008,80.465,11413.33008,73.474,,,,
11413.69629,71.978,11413.69629,80.462,11413.69629,73.474,,,,
11414.0625,71.978,11414.0625,80.459,11414.0625,73.473,,,,
11414.42871,71.979,11414.42871,80.455,11414.42871,73.472,,,,
11414.79492,71.98,11414.79492,80.452,11414.79492,73.472,,,,
11415.16113,71.98,11415.16113,80.449,11415.16113,73.471,,,,
11415.52734,71.981,11415.52734,80.446,11415.52734,73.47,,,,
11415.89356,71.981,11415.89356,80.443,11415.89356,73.469,,,,
11416.25977,71.982,11416.25977,80.44,11416.25977,73.469,,,,
11416.62598,71.983,11416.62598,80.436,11416.62598,73.468,,,,
11416.99219,71.983,11416.99219,80.433,11416.99219,73.467,,,,
11417.3584,71.984,11417.3584,80.43,11417.3584,73.467,,,,
11417.72461,71.984,11417.72461,80.427,11417.72461,73.466,,,,
11418.09082,71.985,11418.09082,80.424,11418.09082,73.465,,,,
11418.45703,71.986,11418.45703,80.421,11418.45703,73.465,,,,
11418.82324,71.986,11418.82324,80.418,11418.82324,73.464,,,,
11419.18945,71.987,11419.18945,80.414,11419.18945,73.463,,,,
11419.55566,71.988,11419.55566,80.411,11419.55566,73.463,,,,
11419.92188,71.988,11419.92188,80.408,11419.92188,73.462,,,,
11420.28809,71.989,11420.28809,80.405,11420.28809,73.461,,,,
11420.6543,71.99,11420.6543,80.402,11420.6543,73.461,,,,
11421.02051,71.99,11421.02051,80.399,11421.02051,73.46,,,,
11421.38672,71.991,11421.38672,80.396,11421.38672,73.459,,,,
11421.75293,71.991,11421.75293,80.392,11421.75293,73.459,,,,
11422.11914,71.992,11422.11914,80.389,11422.11914,73.458,,,,
11422.48535,71.993,11422.48535,80.386,11422.48535,73.457,,,,
11422.85156,71.993,11422.85156,80.383,11422.85156,73.457,,,,
11423.21777,71.994,11423.21777,80.38,11423.21777,73.456,,,,
11423.58398,71.995,11423.58398,80.377,11423.58398,73.455,,,,
11423.9502,71.995,11423.9502,80.374,11423.9502,73.455,,,,
11424.31641,71.996,11424.31641,80.37,11424.31641,73.454,,,,
11424.68262,71.997,11424.68262,80.367,11424.68262,73.453,,,,
11425.04883,71.997,11425.04883,80.364,11425.04883,73.453,,,,
11425.41504,71.998,11425.41504,80.361,11425.41504,73.452,,,,
11425.78125,71.999,11425.78125,80.358,11425.78125,73.451,,,,
11426.14746,71.999,11426.14746,80.355,11426.14746,73.451,,,,
11426.51367,72,11426.51367,80.352,11426.51367,73.45,,,,
11426.87988,72.001,11426.87988,80.349,11426.87988,73.449,,,,
11427.24609,72.001,11427.24609,80.345,11427.24609,73.449,,,,
11427.61231,72.002,11427.61231,80.342,11427.61231,73.448,,,,
11427.97852,72.003,11427.97852,80.339,11427.97852,73.447,,,,
11428.34473,72.003,11428.34473,80.336,11428.34473,73.447,,,,
11428.71094,72.004,11428.71094,80.333,11428.71094,73.446,,,,
11429.07715,72.005,11429.07715,80.33,11429.07715,73.445,,,,
11429.44336,72.005,11429.44336,80.327,11429.44336,73.445,,,,
