d3_l10,,d3_l15,,d3_l20,,,,,
Freq(Hz),SPL(dB),Freq(Hz),SPL(dB),Freq(Hz),SPL(dB),,,,
179.443359,86.062,179.443359,86.037,179.443359,86.26,,,,
179.80957,86.084,179.80957,86.056,179.80957,86.279,,,,
180.175781,86.107,180.175781,86.074,180.175781,86.298,,,,
180.541992,86.13,180.541992,86.093,180.541992,86.318,,,,
180.908203,86.153,180.908203,86.111,180.908203,86.337,,,,
181.274414,86.176,181.274414,86.13,181.274414,86.356,,,,
181.640625,86.2,181.640625,86.148,181.640625,86.375,,,,
182.006836,86.224,182.006836,86.167,182.006836,86.394,,,,
182.373047,86.248,182.373047,86.185,182.373047,86.412,,,,
182.739258,86.272,182.739258,86.203,182.739258,86.431,,,,
183.105469,86.297,183.105469,86.222,183.105469,86.45,,,,
183.47168,86.322,183.47168,86.24,183.47168,86.469,,,,
183.837891,86.347,183.837891,86.259,183.837891,86.487,,,,
184.204102,86.373,184.204102,86.277,184.204102,86.506,,,,
184.570312,86.399,184.570312,86.295,184.570312,86.525,,,,
184.936523,86.426,184.936523,86.314,184.936523,86.544,,,,
185.302734,86.453,185.302734,86.332,185.302734,86.563,,,,
185.668945,86.48,185.668945,86.35,185.668945,86.582,,,,
186.035156,86.508,186.035156,86.368,186.035156,86.601,,,,
186.401367,86.536,186.401367,86.386,186.401367,86.62,,,,
186.767578,86.565,186.767578,86.404,186.767578,86.639,,,,
187.133789,86.594,187.133789,86.422,187.133789,86.658,,,,
187.5,86.624,187.5,86.44,187.5,86.677,,,,
187.866211,86.654,187.866211,86.458,187.866211,86.696,,,,
188.232422,86.685,188.232422,86.476,188.232422,86.715,,,,
188.598633,86.716,188.598633,86.493,188.598633,86.735,,,,
188.964844,86.747,188.964844,86.511,188.964844,86.754,,,,
189.331055,86.779,189.331055,86.529,189.331055,86.774,,,,
189.697266,86.812,189.697266,86.547,189.697266,86.794,,,,
190.063477,86.844,190.063477,86.564,190.063477,86.814,,,,
190.429688,86.878,190.429688,86.582,190.429688,86.834,,,,
190.795898,86.911,190.795898,86.6,190.795898,86.855,,,,
191.162109,86.945,191.162109,86.617,191.162109,86.876,,,,
191.52832,86.98,191.52832,86.635,191.52832,86.897,,,,
191.894531,87.014,191.894531,86.653,191.894531,86.918,,,,
192.260742,87.049,192.260742,86.67,192.260742,86.939,,,,
192.626953,87.085,192.626953,86.688,192.626953,86.961,,,,
192.993164,87.12,192.993164,86.706,192.993164,86.983,,,,
193.359375,87.156,193.359375,86.724,193.359375,87.005,,,,
193.725586,87.192,193.725586,86.741,193.725586,87.027,,,,
194.091797,87.228,194.091797,86.759,194.091797,87.049,,,,
194.458008,87.264,194.458008,86.777,194.458008,87.072,,,,
194.824219,87.301,194.824219,86.795,194.824219,87.095,,,,
195.19043,87.338,195.19043,86.813,195.19043,87.118,,,,
195.556641,87.375,195.556641,86.832,195.556641,87.141,,,,
195.922852,87.412,195.922852,86.85,195.922852,87.164,,,,
196.289062,87.449,196.289062,86.868,196.289062,87.188,,,,
196.655273,87.487,196.655273,86.887,196.655273,87.212,,,,
197.021484,87.524,197.021484,86.906,197.021484,87.236,,,,
197.387695,87.561,197.387695,86.924,197.387695,87.261,,,,
197.753906,87.599,197.753906,86.943,197.753906,87.286,,,,
198.120117,87.636,198.120117,86.962,198.120117,87.311,,,,
198.486328,87.673,198.486328,86.982,198.486328,87.337,,,,
198.852539,87.709,198.852539,87.001,198.852539,87.363,,,,
199.21875,87.745,199.21875,87.02,199.21875,87.389,,,,
199.584961,87.781,199.584961,87.039,199.584961,87.415,,,,
199.951172,87.816,199.951172,87.059,199.951172,87.442,,,,
200.317383,87.85,200.317383,87.079,200.317383,87.469,,,,
200.683594,87.884,200.683594,87.099,200.683594,87.497,,,,
201.049805,87.918,201.049805,87.119,201.049805,87.525,,,,
201.416016,87.951,201.416016,87.139,201.416016,87.554,,,,
201.782227,87.983,201.782227,87.16,201.782227,87.583,,,,
202.148438,88.015,202.148438,87.181,202.148438,87.612,,,,
202.514648,88.047,202.514648,87.202,202.514648,87.642,,,,
202.880859,88.078,202.880859,87.223,202.880859,87.672,,,,
203.24707,88.109,203.24707,87.244,203.24707,87.702,,,,
203.613281,88.139,203.613281,87.266,203.613281,87.732,,,,
203.979492,88.169,203.979492,87.288,203.979492,87.763,,,,
204.345703,88.198,204.345703,87.31,204.345703,87.793,,,,
204.711914,88.227,204.711914,87.332,204.711914,87.824,,,,
205.078125,88.255,205.078125,87.355,205.078125,87.855,,,,
205.444336,88.283,205.444336,87.378,205.444336,87.885,,,,
205.810547,88.31,205.810547,87.401,205.810547,87.916,,,,
206.176758,88.337,206.176758,87.424,206.176758,87.947,,,,
206.542969,88.363,206.542969,87.447,206.542969,87.978,,,,
206.90918,88.389,206.90918,87.471,206.90918,88.009,,,,
207.275391,88.414,207.275391,87.495,207.275391,88.04,,,,
207.641602,88.439,207.641602,87.519,207.641602,88.071,,,,
208.007812,88.463,208.007812,87.543,208.007812,88.102,,,,
208.374023,88.487,208.374023,87.568,208.374023,88.133,,,,
208.740234,88.51,208.740234,87.593,208.740234,88.164,,,,
209.106445,88.533,209.106445,87.619,209.106445,88.195,,,,
209.472656,88.556,209.472656,87.644,209.472656,88.226,,,,
209.838867,88.578,209.838867,87.67,209.838867,88.256,,,,
210.205078,88.599,210.205078,87.696,210.205078,88.286,,,,
210.571289,88.62,210.571289,87.723,210.571289,88.316,,,,
210.9375,88.641,210.9375,87.75,210.9375,88.346,,,,
211.303711,88.661,211.303711,87.777,211.303711,88.375,,,,
211.669922,88.681,211.669922,87.804,211.669922,88.405,,,,
212.036133,88.7,212.036133,87.831,212.036133,88.434,,,,
212.402344,88.719,212.402344,87.859,212.402344,88.462,,,,
212.768555,88.737,212.768555,87.887,212.768555,88.491,,,,
213.134766,88.755,213.134766,87.915,213.134766,88.519,,,,
213.500977,88.773,213.500977,87.943,213.500977,88.547,,,,
213.867188,88.791,213.867188,87.971,213.867188,88.574,,,,
214.233398,88.808,214.233398,87.999,214.233398,88.602,,,,
214.599609,88.825,214.599609,88.028,214.599609,88.628,,,,
214.96582,88.842,214.96582,88.056,214.96582,88.655,,,,
215.332031,88.858,215.332031,88.085,215.332031,88.681,,,,
215.698242,88.874,215.698242,88.114,215.698242,88.707,,,,
216.064453,88.89,216.064453,88.143,216.064453,88.732,,,,
216.430664,88.906,216.430664,88.172,216.430664,88.757,,,,
216.796875,88.922,216.796875,88.201,216.796875,88.781,,,,
217.163086,88.937,217.163086,88.23,217.163086,88.806,,,,
217.529297,88.952,217.529297,88.259,217.529297,88.83,,,,
217.895508,88.967,217.895508,88.288,217.895508,88.853,,,,
218.261719,88.982,218.261719,88.317,218.261719,88.876,,,,
218.62793,88.997,218.62793,88.346,218.62793,88.899,,,,
218.994141,89.011,218.994141,88.374,218.994141,88.921,,,,
219.360352,89.025,219.360352,88.403,219.360352,88.943,,,,
219.726562,89.04,219.726562,88.431,219.726562,88.965,,,,
220.092773,89.054,220.092773,88.459,220.092773,88.986,,,,
220.458984,89.068,220.458984,88.487,220.458984,89.007,,,,
220.825195,89.081,220.825195,88.514,220.825195,89.027,,,,
221.191406,89.095,221.191406,88.541,221.191406,89.047,,,,
221.557617,89.109,221.557617,88.568,221.557617,89.067,,,,
221.923828,89.122,221.923828,88.595,221.923828,89.086,,,,
222.290039,89.135,222.290039,88.621,222.290039,89.105,,,,
222.65625,89.148,222.65625,88.647,222.65625,89.124,,,,
223.022461,89.161,223.022461,88.673,223.022461,89.142,,,,
223.388672,89.174,223.388672,88.699,223.388672,89.16,,,,
223.754883,89.187,223.754883,88.724,223.754883,89.178,,,,
224.121094,89.199,224.121094,88.749,224.121094,89.196,,,,
224.487305,89.212,224.487305,88.773,224.487305,89.213,,,,
224.853516,89.224,224.853516,88.797,224.853516,89.23,,,,
225.219727,89.237,225.219727,88.821,225.219727,89.247,,,,
225.585938,89.249,225.585938,88.844,225.585938,89.263,,,,
225.952148,89.261,225.952148,88.867,225.952148,89.28,,,,
226.318359,89.274,226.318359,88.89,226.318359,89.296,,,,
226.68457,89.286,226.68457,88.912,226.68457,89.311,,,,
227.050781,89.298,227.050781,88.934,227.050781,89.327,,,,
227.416992,89.31,227.416992,88.956,227.416992,89.342,,,,
227.783203,89.322,227.783203,88.977,227.783203,89.358,,,,
228.149414,89.334,228.149414,88.998,228.149414,89.373,,,,
228.515625,89.346,228.515625,89.019,228.515625,89.387,,,,
228.881836,89.359,228.881836,89.039,228.881836,89.402,,,,
229.248047,89.371,229.248047,89.06,229.248047,89.417,,,,
229.614258,89.383,229.614258,89.079,229.614258,89.431,,,,
229.980469,89.395,229.980469,89.099,229.980469,89.445,,,,
230.34668,89.407,230.34668,89.118,230.34668,89.459,,,,
230.712891,89.419,230.712891,89.137,230.712891,89.473,,,,
231.079102,89.43,231.079102,89.155,231.079102,89.487,,,,
231.445312,89.442,231.445312,89.174,231.445312,89.501,,,,
231.811523,89.454,231.811523,89.192,231.811523,89.514,,,,
232.177734,89.466,232.177734,89.209,232.177734,89.528,,,,
232.543945,89.478,232.543945,89.227,232.543945,89.541,,,,
232.910156,89.489,232.910156,89.244,232.910156,89.554,,,,
233.276367,89.501,233.276367,89.26,233.276367,89.567,,,,
233.642578,89.513,233.642578,89.277,233.642578,89.58,,,,
234.008789,89.524,234.008789,89.293,234.008789,89.593,,,,
234.375,89.536,234.375,89.309,234.375,89.606,,,,
234.741211,89.547,234.741211,89.325,234.741211,89.618,,,,
235.107422,89.559,235.107422,89.34,235.107422,89.631,,,,
235.473633,89.57,235.473633,89.356,235.473633,89.644,,,,
235.839844,89.582,235.839844,89.371,235.839844,89.656,,,,
236.206055,89.593,236.206055,89.386,236.206055,89.669,,,,
236.572266,89.604,236.572266,89.401,236.572266,89.681,,,,
236.938477,89.616,236.938477,89.415,236.938477,89.694,,,,
237.304688,89.627,237.304688,89.43,237.304688,89.706,,,,
237.670898,89.638,237.670898,89.444,237.670898,89.719,,,,
238.037109,89.65,238.037109,89.458,238.037109,89.731,,,,
238.40332,89.661,238.40332,89.472,238.40332,89.743,,,,
238.769531,89.672,238.769531,89.486,238.769531,89.756,,,,
239.135742,89.683,239.135742,89.499,239.135742,89.768,,,,
239.501953,89.694,239.501953,89.513,239.501953,89.78,,,,
239.868164,89.705,239.868164,89.526,239.868164,89.792,,,,
240.234375,89.716,240.234375,89.54,240.234375,89.804,,,,
240.600586,89.727,240.600586,89.553,240.600586,89.816,,,,
240.966797,89.738,240.966797,89.566,240.966797,89.828,,,,
241.333008,89.749,241.333008,89.579,241.333008,89.839,,,,
241.699219,89.76,241.699219,89.592,241.699219,89.851,,,,
242.06543,89.771,242.06543,89.604,242.06543,89.863,,,,
242.431641,89.782,242.431641,89.617,242.431641,89.874,,,,
242.797852,89.793,242.797852,89.629,242.797852,89.885,,,,
243.164062,89.804,243.164062,89.642,243.164062,89.897,,,,
243.530273,89.815,243.530273,89.654,243.530273,89.908,,,,
243.896484,89.826,243.896484,89.666,243.896484,89.92,,,,
244.262695,89.837,244.262695,89.678,244.262695,89.931,,,,
244.628906,89.848,244.628906,89.69,244.628906,89.942,,,,
244.995117,89.859,244.995117,89.702,244.995117,89.954,,,,
245.361328,89.87,245.361328,89.714,245.361328,89.965,,,,
245.727539,89.881,245.727539,89.726,245.727539,89.976,,,,
246.09375,89.892,246.09375,89.738,246.09375,89.987,,,,
246.459961,89.903,246.459961,89.75,246.459961,89.999,,,,
246.826172,89.913,246.826172,89.761,246.826172,90.01,,,,
247.192383,89.924,247.192383,89.773,247.192383,90.021,,,,
247.558594,89.935,247.558594,89.785,247.558594,90.033,,,,
247.924805,89.946,247.924805,89.796,247.924805,90.044,,,,
248.291016,89.956,248.291016,89.808,248.291016,90.055,,,,
248.657227,89.967,248.657227,89.819,248.657227,90.067,,,,
249.023438,89.978,249.023438,89.831,249.023438,90.078,,,,
249.389648,89.989,249.389648,89.842,249.389648,90.089,,,,
249.755859,89.999,249.755859,89.853,249.755859,90.1,,,,
250.12207,90.01,250.12207,89.865,250.12207,90.111,,,,
250.488281,90.021,250.488281,89.876,250.488281,90.122,,,,
250.854492,90.032,250.854492,89.887,250.854492,90.133,,,,
251.220703,90.043,251.220703,89.899,251.220703,90.144,,,,
251.586914,90.054,251.586914,89.91,251.586914,90.155,,,,
251.953125,90.065,251.953125,89.921,251.953125,90.166,,,,
252.319336,90.076,252.319336,89.932,252.319336,90.177,,,,
252.685547,90.086,252.685547,89.943,252.685547,90.188,,,,
253.051758,90.097,253.051758,89.954,253.051758,90.199,,,,
253.417969,90.108,253.417969,89.966,253.417969,90.21,,,,
253.78418,90.119,253.78418,89.976,253.78418,90.221,,,,
254.150391,90.13,254.150391,89.987,254.150391,90.231,,,,
254.516602,90.141,254.516602,89.998,254.516602,90.242,,,,
254.882812,90.152,254.882812,90.009,254.882812,90.253,,,,
255.249023,90.162,255.249023,90.02,255.249023,90.264,,,,
255.615234,90.173,255.615234,90.03,255.615234,90.274,,,,
255.981445,90.184,255.981445,90.041,255.981445,90.285,,,,
256.347656,90.194,256.347656,90.052,256.347656,90.296,,,,
256.713867,90.205,256.713867,90.062,256.713867,90.307,,,,
257.080078,90.215,257.080078,90.073,257.080078,90.317,,,,
257.446289,90.226,257.446289,90.083,257.446289,90.328,,,,
257.8125,90.237,257.8125,90.094,257.8125,90.339,,,,
258.178711,90.247,258.178711,90.104,258.178711,90.35,,,,
258.544922,90.258,258.544922,90.115,258.544922,90.36,,,,
258.911133,90.268,258.911133,90.125,258.911133,90.371,,,,
259.277344,90.279,259.277344,90.136,259.277344,90.382,,,,
259.643555,90.289,259.643555,90.146,259.643555,90.392,,,,
260.009766,90.3,260.009766,90.157,260.009766,90.403,,,,
260.375977,90.31,260.375977,90.167,260.375977,90.414,,,,
260.742188,90.32,260.742188,90.177,260.742188,90.424,,,,
261.108398,90.331,261.108398,90.188,261.108398,90.435,,,,
261.474609,90.341,261.474609,90.198,261.474609,90.445,,,,
261.84082,90.351,261.84082,90.208,261.84082,90.456,,,,
262.207031,90.362,262.207031,90.219,262.207031,90.466,,,,
262.573242,90.372,262.573242,90.229,262.573242,90.477,,,,
262.939453,90.382,262.939453,90.239,262.939453,90.487,,,,
263.305664,90.392,263.305664,90.249,263.305664,90.498,,,,
263.671875,90.403,263.671875,90.26,263.671875,90.508,,,,
264.038086,90.413,264.038086,90.27,264.038086,90.519,,,,
264.404297,90.423,264.404297,90.28,264.404297,90.529,,,,
264.770508,90.433,264.770508,90.29,264.770508,90.54,,,,
265.136719,90.443,265.136719,90.3,265.136719,90.55,,,,
265.50293,90.453,265.50293,90.31,265.50293,90.561,,,,
265.869141,90.464,265.869141,90.32,265.869141,90.571,,,,
266.235352,90.474,266.235352,90.33,266.235352,90.582,,,,
266.601562,90.484,266.601562,90.34,266.601562,90.592,,,,
266.967773,90.494,266.967773,90.35,266.967773,90.603,,,,
267.333984,90.504,267.333984,90.36,267.333984,90.613,,,,
267.700195,90.515,267.700195,90.37,267.700195,90.624,,,,
268.066406,90.525,268.066406,90.38,268.066406,90.634,,,,
268.432617,90.535,268.432617,90.39,268.432617,90.644,,,,
268.798828,90.545,268.798828,90.4,268.798828,90.654,,,,
269.165039,90.555,269.165039,90.41,269.165039,90.665,,,,
269.53125,90.565,269.53125,90.42,269.53125,90.675,,,,
269.897461,90.575,269.897461,90.43,269.897461,90.685,,,,
270.263672,90.585,270.263672,90.44,270.263672,90.695,,,,
270.629883,90.595,270.629883,90.45,270.629883,90.706,,,,
270.996094,90.606,270.996094,90.46,270.996094,90.716,,,,
271.362305,90.616,271.362305,90.47,271.362305,90.726,,,,
271.728516,90.626,271.728516,90.479,271.728516,90.736,,,,
272.094727,90.636,272.094727,90.489,272.094727,90.746,,,,
272.460938,90.646,272.460938,90.499,272.460938,90.756,,,,
272.827148,90.656,272.827148,90.509,272.827148,90.766,,,,
273.193359,90.665,273.193359,90.519,273.193359,90.777,,,,
273.55957,90.675,273.55957,90.529,273.55957,90.787,,,,
273.925781,90.685,273.925781,90.539,273.925781,90.797,,,,
274.291992,90.695,274.291992,90.549,274.291992,90.807,,,,
274.658203,90.705,274.658203,90.558,274.658203,90.817,,,,
275.024414,90.715,275.024414,90.568,275.024414,90.827,,,,
275.390625,90.725,275.390625,90.578,275.390625,90.837,,,,
275.756836,90.734,275.756836,90.588,275.756836,90.847,,,,
276.123047,90.744,276.123047,90.598,276.123047,90.857,,,,
276.489258,90.754,276.489258,90.608,276.489258,90.867,,,,
276.855469,90.764,276.855469,90.618,276.855469,90.877,,,,
277.22168,90.774,277.22168,90.628,277.22168,90.887,,,,
277.587891,90.783,277.587891,90.637,277.587891,90.897,,,,
277.954102,90.793,277.954102,90.647,277.954102,90.907,,,,
278.320312,90.803,278.320312,90.657,278.320312,90.917,,,,
278.686523,90.813,278.686523,90.667,278.686523,90.927,,,,
279.052734,90.822,279.052734,90.677,279.052734,90.937,,,,
279.418945,90.832,279.418945,90.687,279.418945,90.946,,,,
279.785156,90.842,279.785156,90.696,279.785156,90.956,,,,
280.151367,90.851,280.151367,90.706,280.151367,90.966,,,,
280.517578,90.861,280.517578,90.716,280.517578,90.976,,,,
280.883789,90.87,280.883789,90.725,280.883789,90.986,,,,
281.25,90.88,281.25,90.735,281.25,90.996,,,,
281.616211,90.89,281.616211,90.745,281.616211,91.005,,,,
281.982422,90.899,281.982422,90.754,281.982422,91.015,,,,
282.348633,90.909,282.348633,90.764,282.348633,91.025,,,,
282.714844,90.918,282.714844,90.773,282.714844,91.035,,,,
283.081055,90.928,283.081055,90.783,283.081055,91.045,,,,
283.447266,90.937,283.447266,90.792,283.447266,91.054,,,,
283.813477,90.947,283.813477,90.802,283.813477,91.064,,,,
284.179688,90.956,284.179688,90.811,284.179688,91.074,,,,
284.545898,90.966,284.545898,90.821,284.545898,91.084,,,,
284.912109,90.975,284.912109,90.83,284.912109,91.093,,,,
285.27832,90.985,285.27832,90.839,285.27832,91.103,,,,
285.644531,90.994,285.644531,90.849,285.644531,91.113,,,,
286.010742,91.004,286.010742,90.858,286.010742,91.122,,,,
286.376953,91.013,286.376953,90.868,286.376953,91.132,,,,
286.743164,91.022,286.743164,90.877,286.743164,91.142,,,,
287.109375,91.032,287.109375,90.886,287.109375,91.152,,,,
287.475586,91.041,287.475586,90.896,287.475586,91.161,,,,
287.841797,91.051,287.841797,90.905,287.841797,91.171,,,,
288.208008,91.06,288.208008,90.915,288.208008,91.181,,,,
288.574219,91.069,288.574219,90.924,288.574219,91.19,,,,
288.94043,91.079,288.94043,90.934,288.94043,91.2,,,,
289.306641,91.088,289.306641,90.943,289.306641,91.209,,,,
289.672852,91.097,289.672852,90.953,289.672852,91.219,,,,
290.039062,91.106,290.039062,90.962,290.039062,91.229,,,,
290.405273,91.116,290.405273,90.971,290.405273,91.238,,,,
290.771484,91.125,290.771484,90.981,290.771484,91.248,,,,
291.137695,91.134,291.137695,90.99,291.137695,91.257,,,,
291.503906,91.143,291.503906,91,291.503906,91.267,,,,
291.870117,91.153,291.870117,91.009,291.870117,91.276,,,,
292.236328,91.162,292.236328,91.019,292.236328,91.286,,,,
292.602539,91.171,292.602539,91.028,292.602539,91.295,,,,
292.96875,91.18,292.96875,91.037,292.96875,91.305,,,,
293.334961,91.189,293.334961,91.047,293.334961,91.314,,,,
293.701172,91.198,293.701172,91.056,293.701172,91.324,,,,
294.067383,91.207,294.067383,91.065,294.067383,91.333,,,,
294.433594,91.217,294.433594,91.075,294.433594,91.343,,,,
294.799805,91.226,294.799805,91.084,294.799805,91.352,,,,
295.166016,91.235,295.166016,91.093,295.166016,91.362,,,,
295.532227,91.244,295.532227,91.102,295.532227,91.371,,,,
295.898438,91.253,295.898438,91.112,295.898438,91.38,,,,
296.264648,91.262,296.264648,91.121,296.264648,91.39,,,,
296.630859,91.271,296.630859,91.13,296.630859,91.399,,,,
296.99707,91.28,296.99707,91.139,296.99707,91.408,,,,
297.363281,91.289,297.363281,91.148,297.363281,91.418,,,,
297.729492,91.298,297.729492,91.157,297.729492,91.427,,,,
298.095703,91.307,298.095703,91.166,298.095703,91.436,,,,
298.461914,91.316,298.461914,91.175,298.461914,91.445,,,,
298.828125,91.325,298.828125,91.184,298.828125,91.455,,,,
299.194336,91.334,299.194336,91.193,299.194336,91.464,,,,
299.560547,91.343,299.560547,91.202,299.560547,91.473,,,,
299.926758,91.352,299.926758,91.211,299.926758,91.482,,,,
300.292969,91.361,300.292969,91.22,300.292969,91.491,,,,
300.65918,91.37,300.65918,91.228,300.65918,91.5,,,,
301.025391,91.379,301.025391,91.237,301.025391,91.509,,,,
301.391602,91.388,301.391602,91.246,301.391602,91.518,,,,
301.757812,91.396,301.757812,91.255,301.757812,91.527,,,,
302.124023,91.405,302.124023,91.264,302.124023,91.536,,,,
302.490234,91.414,302.490234,91.273,302.490234,91.545,,,,
302.856445,91.423,302.856445,91.281,302.856445,91.554,,,,
303.222656,91.432,303.222656,91.29,303.222656,91.563,,,,
303.588867,91.441,303.588867,91.299,303.588867,91.572,,,,
303.955078,91.45,303.955078,91.308,303.955078,91.581,,,,
304.321289,91.458,304.321289,91.316,304.321289,91.59,,,,
304.6875,91.467,304.6875,91.325,304.6875,91.599,,,,
305.053711,91.476,305.053711,91.334,305.053711,91.608,,,,
305.419922,91.485,305.419922,91.343,305.419922,91.617,,,,
305.786133,91.493,305.786133,91.351,305.786133,91.626,,,,
306.152344,91.502,306.152344,91.36,306.152344,91.635,,,,
